Locationid,RecipeName,PLU,Salesdate,Quantity,NetSalesPrice,CostPrice,Year,Month,Day,WeekDay,YearDay
352,Decaf Espresso,2848,2017-03-01 00:00:00.000,1,1.8333,0.173163333333333,2017,3,1,3,60
352,Four Seasons Classic,2204,2017-03-02 00:00:00.000,1,9.5816,0.590079076685049,2017,3,2,4,61
352,Four Seasons Classic,2204,2017-03-01 00:00:00.000,3,9.58313333333333,0.590079076685049,2017,3,1,3,60
352,Picc Mini Dough Balls with Olive Oil & Balsamic,3197,2017-03-03 00:00:00.000,1,1.0834,0.277773678471488,2017,3,3,5,62
352,Apple Juice 300ml,2499,2017-03-04 00:00:00.000,9,1.9999,0.432999999999999,2017,3,4,6,63
352,Apple Juice 300ml,2499,2017-03-05 00:00:00.000,4,1.999975,0.432999999999999,2017,3,5,0,64
352,Apple Juice 300ml,2499,2017-03-01 00:00:00.000,1,2,0.432999999999999,2017,3,1,3,60
352,Apple Juice 300ml,2499,2017-03-02 00:00:00.000,4,2.000075,0.432999999999999,2017,3,2,4,61
352,Apple Juice 300ml,2499,2017-03-03 00:00:00.000,1,2.0001,0.432999999999999,2017,3,3,5,62
352,Prosecco DOC 750ml,2470,2017-03-03 00:00:00.000,2,19.49935,5.24333333333333,2017,3,3,5,62
352,Cava Rosado 125ml,2472,2017-03-04 00:00:00.000,1,4.0415,0.988888888888888,2017,3,4,6,63
352,Jalapeno Peppers (20g),2519,2017-03-03 00:00:00.000,3,0.209766666666667,0.0406875,2017,3,3,5,62
352,Jalapeno Peppers (20g),2519,2017-03-04 00:00:00.000,11,0.364663636363636,0.0406875,2017,3,4,6,63
352,Jalapeno Peppers (20g),2519,2017-03-02 00:00:00.000,4,0.36565,0.0406875,2017,3,2,4,61
352,Jalapeno Peppers (20g),2519,2017-03-01 00:00:00.000,4,0.57485,0.0406875,2017,3,1,3,60
352,Jalapeno Peppers (20g),2519,2017-03-05 00:00:00.000,2,0.6291,0.0406875,2017,3,5,0,64
352,Coppa Gelato,2656,2017-03-05 00:00:00.000,2,0,0.0369777777777778,2017,3,5,0,64
352,Coppa Gelato,2656,2017-03-03 00:00:00.000,3,0.138666666666667,0.0369777777777778,2017,3,3,5,62
